100_0154_0001.JPG
FC6310R_8.8_5472x3648 (RGB)
PerspectiveCamera5
global
F,C0_x,C0_y,R1,R2,R3,T1,T2,X,Y,Z,Alpha,Beta,Gamma
-0.463647, 0.0285077, 0.00806758, 1, -0.950119, 0.888769, 0.00675657, 0.0940389, -0.0236259, 0.0349778, -0.225111, 0.0022887, 0.00640842, -0.0033073
0.265421, -0.0331333, -0.00802087, -0.950119, 1, -0.982934, 0.00041055, -0.0735699, 0.0196332, -0.00833692, 0.0829145, -1.72883e-05, -0.00990464, 0.00382956
-0.21009, 0.0291711, 0.00746299, 0.888769, -0.982934, 1, -0.00199222, 0.0635259, -0.0162344, 0.00391344, -0.0499359, -0.000403549, 0.0109846, -0.00234287
-0.0427123, 0.0145488, 0.377704, 0.00675657, 0.00041055, -0.00199222, 1, -0.00656228, 0.0067009, -0.0401649, -0.037972, 0.170183, 0.00143434, -0.00689324
-0.0942378, 0.384589, 0.0155218, 0.0940389, -0.0735699, 0.0635259, -0.00656228, 1, 0.01859, 0.0374255, -0.0544312, 0.00231492, 0.195292, 0.00280944
0.0406656, -0.122774, -0.0149711, -0.0236259, 0.0196332, -0.0162344, 0.0067009, 0.01859, 1, 0.0114376, 0.0383581, 0.123204, 0.265648, 0.0138245
-0.130978, -0.0224318, 0.0193262, 0.0349778, -0.00833692, 0.00391344, -0.0401649, 0.0374255, 0.0114376, 1, -0.0936839, -0.276351, 0.0943651, 0.042677
0.691652, 0.0353986, -0.0131304, -0.225111, 0.0829145, -0.0499359, -0.037972, -0.0544312, 0.0383581, -0.0936839, 1, 0.0113717, 0.116423, 0.0105416
0.000935286, 0.008601, 0.321863, 0.0022887, -1.72883e-05, -0.000403549, 0.170183, 0.00231492, 0.123204, -0.276351, 0.0113717, 1, 0.0413801, 0.313747
0.0165825, 0.337135, 0.0150893, 0.00640842, -0.00990464, 0.0109846, 0.00143434, 0.195292, 0.265648, 0.0943651, 0.116423, 0.0413801, 1, -0.0161379
0.00795566, -0.00385382, -0.00617759, -0.0033073, 0.00382956, -0.00234287, -0.00689324, 0.00280944, 0.0138245, 0.042677, 0.0105416, 0.313747, -0.0161379, 1
100_0260_0014.JPG
FC6310R_8.8_5472x3648 (RGB)
PerspectiveCamera5
global
F,C0_x,C0_y,R1,R2,R3,T1,T2,X,Y,Z,Alpha,Beta,Gamma
1, 0.0228164, -0.00901186, -0.463647, 0.265421, -0.21009, -0.0427123, -0.0942378, 0.0406215, -0.130507, 0.684595, -0.00488408, 0.0193675, 0.00365721
0.0228164, 1, 0.0252601, 0.0285077, -0.0331333, 0.0291711, 0.0145488, 0.384589, -0.12159, -0.0223434, 0.0326442, 0.00715521, 0.329063, -0.00091992
-0.00901186, 0.0252601, 1, 0.00806758, -0.00802087, 0.00746299, 0.377704, 0.0155218, -0.014413, 0.018444, -0.0116045, 0.323025, 0.0166612, -0.00752304
-0.463647, 0.0285077, 0.00806758, 1, -0.950119, 0.888769, 0.00675657, 0.0940389, -0.0237156, 0.0346629, -0.22394, 0.00537553, 0.00493717, -0.00115536
0.265421, -0.0331333, -0.00802087, -0.950119, 1, -0.982934, 0.00041055, -0.0735699, 0.0199197, -0.00798049, 0.0832298, -0.00207942, -0.00818579, 0.00335624
-0.21009, 0.0291711, 0.00746299, 0.888769, -0.982934, 1, -0.00199222, 0.0635259, -0.0166656, 0.00350459, -0.0508728, 0.00114161, 0.00929967, -0.00261179
-0.0427123, 0.0145488, 0.377704, 0.00675657, 0.00041055, -0.00199222, 1, -0.00656228, 0.00776424, -0.0392826, -0.0382755, 0.169362, 0.00233189, -0.00780923
-0.0942378, 0.384589, 0.0155218, 0.0940389, -0.0735699, 0.0635259, -0.00656228, 1, 0.0179088, 0.0362402, -0.0544282, 0.00245684, 0.192247, 0.0104535
0.0406215, -0.12159, -0.014413, -0.0237156, 0.0199197, -0.0166656, 0.00776424, 0.0179088, 1, 0.0169228, 0.0347764, 0.112524, 0.280901, 0.0252705
-0.130507, -0.0223434, 0.018444, 0.0346629, -0.00798049, 0.00350459, -0.0392826, 0.0362402, 0.0169228, 1, -0.0990167, -0.301831, 0.104789, 0.0365101
0.684595, 0.0326442, -0.0116045, -0.22394, 0.0832298, -0.0508728, -0.0382755, -0.0544282, 0.0347764, -0.0990167, 1, 0.0260361, 0.104336, 0.00373778
-0.00488408, 0.00715521, 0.323025, 0.00537553, -0.00207942, 0.00114161, 0.169362, 0.00245684, 0.112524, -0.301831, 0.0260361, 1, 0.0296119, 0.232428
0.0193675, 0.329063, 0.0166612, 0.00493717, -0.00818579, 0.00929967, 0.00233189, 0.192247, 0.280901, 0.104789, 0.104336, 0.0296119, 1, -0.0286176
0.00365721, -0.00091992, -0.00752304, -0.00115536, 0.00335624, -0.00261179, -0.00780923, 0.0104535, 0.0252705, 0.0365101, 0.00373778, 0.232428, -0.0286176, 1
100_0260_0015.JPG
FC6310R_8.8_5472x3648 (RGB)
PerspectiveCamera5
global
F,C0_x,C0_y,R1,R2,R3,T1,T2,X,Y,Z,Alpha,Beta,Gamma
1, 0.0228164, -0.00901186, -0.463647, 0.265421, -0.21009, -0.0427123, -0.0942378, 0.0410408, -0.132002, 0.689797, -0.013536, 0.0201663, -0.00232722
0.0228164, 1, 0.0252601, 0.0285077, -0.0331333, 0.0291711, 0.0145488, 0.384589, -0.123131, -0.0225537, 0.0328312, 0.00576405, 0.32902, -0.00615924
-0.00901186, 0.0252601, 1, 0.00806758, -0.00802087, 0.00746299, 0.377704, 0.0155218, -0.0146154, 0.0187598, -0.0135183, 0.327907, 0.0160163, -0.00697549
-0.463647, 0.0285077, 0.00806758, 1, -0.950119, 0.888769, 0.00675657, 0.0940389, -0.0244827, 0.0340038, -0.224605, 0.00966012, 0.00372186, 0.00197952
0.265421, -0.0331333, -0.00802087, -0.950119, 1, -0.982934, 0.00041055, -0.0735699, 0.0206988, -0.00685693, 0.0820781, -0.00510147, -0.00619926, 0.000590922
-0.21009, 0.0291711, 0.00746299, 0.888769, -0.982934, 1, -0.00199222, 0.0635259, -0.0173954, 0.00245295, -0.0492133, 0.00352184, 0.00749808, -0.000362734
-0.0427123, 0.0145488, 0.377704, 0.00675657, 0.00041055, -0.00199222, 1, -0.00656228, 0.00828279, -0.0397423, -0.0373563, 0.173852, 0.000814935, -0.00776477
-0.0942378, 0.384589, 0.0155218, 0.0940389, -0.0735699, 0.0635259, -0.00656228, 1, 0.0186134, 0.0366694, -0.050667, 0.00450189, 0.196526, 0.0162913
0.0410408, -0.123131, -0.0146154, -0.0244827, 0.0206988, -0.0173954, 0.00828279, 0.0186134, 1, 0.0198182, 0.0335646, 0.105548, 0.284394, 0.0165279
-0.132002, -0.0225537, 0.0187598, 0.0340038, -0.00685693, 0.00245295, -0.0397423, 0.0366694, 0.0198182, 1, -0.0988858, -0.295977, 0.107571, 0.0241421
0.689797, 0.0328312, -0.0135183, -0.224605, 0.0820781, -0.0492133, -0.0373563, -0.050667, 0.0335646, -0.0988858, 1, -0.0127591, 0.0813136, -0.00794241
-0.013536, 0.00576405, 0.327907, 0.00966012, -0.00510147, 0.00352184, 0.173852, 0.00450189, 0.105548, -0.295977, -0.0127591, 1, 0.0209142, 0.220436
0.0201663, 0.32902, 0.0160163, 0.00372186, -0.00619926, 0.00749808, 0.000814935, 0.196526, 0.284394, 0.107571, 0.0813136, 0.0209142, 1, -0.0243111
-0.00232722, -0.00615924, -0.00697549, 0.00197952, 0.000590922, -0.000362734, -0.00776477, 0.0162913, 0.0165279, 0.0241421, -0.00794241, 0.220436, -0.0243111, 1
100_0260_0016.JPG
FC6310R_8.8_5472x3648 (RGB)
PerspectiveCamera5
global
F,C0_x,C0_y,R1,R2,R3,T1,T2,X,Y,Z,Alpha,Beta,Gamma
1, 0.0228164, -0.00901186, -0.463647, 0.265421, -0.21009, -0.0427123, -0.0942378, 0.042066, -0.132102, 0.689883, -0.0203075, 0.0204864, -0.00726149
0.0228164, 1, 0.0252601, 0.0285077, -0.0331333, 0.0291711, 0.0145488, 0.384589, -0.122886, -0.0224399, 0.0335135, 0.0037621, 0.330015, -0.0120049
-0.00901186, 0.0252601, 1, 0.00806758, -0.00802087, 0.00746299, 0.377704, 0.0155218, -0.0152492, 0.0186858, -0.0170563, 0.325209, 0.0144522, -0.013744
-0.463647, 0.0285077, 0.00806758, 1, -0.950119, 0.888769, 0.00675657, 0.0940389, -0.0244266, 0.0345184, -0.225134, 0.00923417, 0.00291481, 0.00380075
0.265421, -0.0331333, -0.00802087, -0.950119, 1, -0.982934, 0.00041055, -0.0735699, 0.0204854, -0.0074542, 0.0829791, -0.00367992, -0.0047964, -0.00130589
-0.21009, 0.0291711, 0.00746299, 0.888769, -0.982934, 1, -0.00199222, 0.0635259, -0.01723, 0.00299239, -0.0501051, 0.00212326, 0.00601866, 0.00126435
-0.0427123, 0.0145488, 0.377704, 0.00675657, 0.00041055, -0.00199222, 1, -0.00656228, 0.00870654, -0.039489, -0.0369651, 0.17538, -0.00108885, -0.0110021
-0.0942378, 0.384589, 0.0155218, 0.0940389, -0.0735699, 0.0635259, -0.00656228, 1, 0.019027, 0.0359922, -0.0521534, 0.00307001, 0.200855, 0.0144055
0.042066, -0.122886, -0.0152492, -0.0244266, 0.0204854, -0.01723, 0.00870654, 0.019027, 1, 0.0223915, 0.0323279, 0.100002, 0.294607, 0.00716695
-0.132102, -0.0224399, 0.0186858, 0.0345184, -0.0074542, 0.00299239, -0.039489, 0.0359922, 0.0223915, 1, -0.0913874, -0.292782, 0.120439, 0.0258925
0.689883, 0.0335135, -0.0170563, -0.225134, 0.0829791, -0.0501051, -0.0369651, -0.0521534, 0.0323279, -0.0913874, 1, -0.061604, 0.0847606, -0.0109879
-0.0203075, 0.0037621, 0.325209, 0.00923417, -0.00367992, 0.00212326, 0.17538, 0.00307001, 0.100002, -0.292782, -0.061604, 1, 0.0126741, 0.219202
0.0204864, 0.330015, 0.0144522, 0.00291481, -0.0047964, 0.00601866, -0.00108885, 0.200855, 0.294607, 0.120439, 0.0847606, 0.0126741, 1, 0.0200879
-0.00726149, -0.0120049, -0.013744, 0.00380075, -0.00130589, 0.00126435, -0.0110021, 0.0144055, 0.00716695, 0.0258925, -0.0109879, 0.219202, 0.0200879, 1
100_0260_0017.JPG
FC6310R_8.8_5472x3648 (RGB)
PerspectiveCamera5
global
F,C0_x,C0_y,R1,R2,R3,T1,T2,X,Y,Z,Alpha,Beta,Gamma
1, 0.0228164, -0.00901186, -0.463647, 0.265421, -0.21009, -0.0427123, -0.0942378, 0.0424682, -0.131972, 0.683874, -0.0309203, 0.0170007, -0.0157436
0.0228164, 1, 0.0252601, 0.0285077, -0.0331333, 0.0291711, 0.0145488, 0.384589, -0.122236, -0.0230261, 0.0340078, 0.00117173, 0.325406, -0.0178341
-0.00901186, 0.0252601, 1, 0.00806758, -0.00802087, 0.00746299, 0.377704, 0.0155218, -0.0151299, 0.0190326, -0.0161643, 0.320985, 0.0118659, -0.0180446
-0.463647, 0.0285077, 0.00806758, 1, -0.950119, 0.888769, 0.00675657, 0.0940389, -0.0242381, 0.0339083, -0.222576, 0.0111708, 0.00338501, 0.00274112
0.265421, -0.0331333, -0.00802087, -0.950119, 1, -0.982934, 0.00041055, -0.0735699, 0.0200494, -0.00675974, 0.0810571, -0.00419308, -0.00467014, 0.00131261
-0.21009, 0.0291711, 0.00746299, 0.888769, -0.982934, 1, -0.00199222, 0.0635259, -0.0164775, 0.00226707, -0.0479869, 0.00243901, 0.00634125, -0.00223005
-0.0427123, 0.0145488, 0.377704, 0.00675657, 0.00041055, -0.00199222, 1, -0.00656228, 0.00831376, -0.0391932, -0.0359669, 0.174607, -0.00314404, -0.0118068
-0.0942378, 0.384589, 0.0155218, 0.0940389, -0.0735699, 0.0635259, -0.00656228, 1, 0.0190028, 0.0355178, -0.0513202, 0.000211968, 0.201081, 0.00492752
0.0424682, -0.122236, -0.0151299, -0.0242381, 0.0200494, -0.0164775, 0.00831376, 0.0190028, 1, 0.0221235, 0.0363984, 0.0974653, 0.304727, 0.0152923
-0.131972, -0.0230261, 0.0190326, 0.0339083, -0.00675974, 0.00226707, -0.0391932, 0.0355178, 0.0221235, 1, -0.0879412, -0.291766, 0.124685, 0.0276731
0.683874, 0.0340078, -0.0161643, -0.222576, 0.0810571, -0.0479869, -0.0359669, -0.0513202, 0.0363984, -0.0879412, 1, -0.0686848, 0.0833329, -0.0168974
-0.0309203, 0.00117173, 0.320985, 0.0111708, -0.00419308, 0.00243901, 0.174607, 0.000211968, 0.0974653, -0.291766, -0.0686848, 1, 0.00942454, 0.228718
0.0170007, 0.325406, 0.0118659, 0.00338501, -0.00467014, 0.00634125, -0.00314404, 0.201081, 0.304727, 0.124685, 0.0833329, 0.00942454, 1, 0.0422071
-0.0157436, -0.0178341, -0.0180446, 0.00274112, 0.00131261, -0.00223005, -0.0118068, 0.00492752, 0.0152923, 0.0276731, -0.0168974, 0.228718, 0.0422071, 1
100_0260_0018.JPG
FC6310R_8.8_5472x3648 (RGB)
PerspectiveCamera5
global
F,C0_x,C0_y,R1,R2,R3,T1,T2,X,Y,Z,Alpha,Beta,Gamma
1, 0.0228164, -0.00901186, -0.463647, 0.265421, -0.21009, -0.0427123, -0.0942378, 0.0418313, -0.132618, 0.685952, -0.0431383, 0.00305958, -0.035958
0.0228164, 1, 0.0252601, 0.0285077, -0.0331333, 0.0291711, 0.0145488, 0.384589, -0.123445, -0.0231717, 0.0323661, 0.00283452, 0.328091, -0.00299052
-0.00901186, 0.0252601, 1, 0.00806758, -0.00802087, 0.00746299, 0.377704, 0.0155218, -0.0144295, 0.0195348, -0.0098404, 0.323403, 0.0142439, -0.0237301
-0.463647, 0.0285077, 0.00806758, 1, -0.950119, 0.888769, 0.00675657, 0.0940389, -0.0240823, 0.03515, -0.223498, 0.011713, 0.00835549, 0.00839246
0.265421, -0.0331333, -0.00802087, -0.950119, 1, -0.982934, 0.00041055, -0.0735699, 0.0199258, -0.00799478, 0.0822051, -0.0025256, -0.00646347, -0.000273227
-0.21009, 0.0291711, 0.00746299, 0.888769, -0.982934, 1, -0.00199222, 0.0635259, -0.0164407, 0.00359934, -0.0493267, 0.000304591, 0.00726436, -0.00171897
-0.0427123, 0.0145488, 0.377704, 0.00675657, 0.00041055, -0.00199222, 1, -0.00656228, 0.00757321, -0.0398119, -0.03937, 0.181413, -0.00474709, -0.0104946
-0.0942378, 0.384589, 0.0155218, 0.0940389, -0.0735699, 0.0635259, -0.00656228, 1, 0.0186859, 0.0366519, -0.0531366, -0.00436916, 0.205799, 0.00225751
0.0418313, -0.123445, -0.0144295, -0.0240823, 0.0199258, -0.0164407, 0.00757321, 0.0186859, 1, 0.021112, 0.0454318, 0.101701, 0.315126, 0.0363554
-0.132618, -0.0231717, 0.0195348, 0.03515, -0.00799478, 0.00359934, -0.0398119, 0.0366519, 0.021112, 1, -0.106218, -0.280293, 0.125488, 0.0472796
0.685952, 0.0323661, -0.0098404, -0.223498, 0.0822051, -0.0493267, -0.03937, -0.0531366, 0.0454318, -0.106218, 1, 0.0288867, 0.0772489, -0.0195596
-0.0431383, 0.00283452, 0.323403, 0.011713, -0.0025256, 0.000304591, 0.181413, -0.00436916, 0.101701, -0.280293, 0.0288867, 1, 0.0219282, 0.229182
0.00305958, 0.328091, 0.0142439, 0.00835549, -0.00646347, 0.00726436, -0.00474709, 0.205799, 0.315126, 0.125488, 0.0772489, 0.0219282, 1, -0.0667623
-0.035958, -0.00299052, -0.0237301, 0.00839246, -0.000273227, -0.00171897, -0.0104946, 0.00225751, 0.0363554, 0.0472796, -0.0195596, 0.229182, -0.0667623, 1
100_0260_0019.JPG
FC6310R_8.8_5472x3648 (RGB)
PerspectiveCamera5
global
F,C0_x,C0_y,R1,R2,R3,T1,T2,X,Y,Z,Alpha,Beta,Gamma
1, 0.0228164, -0.00901186, -0.463647, 0.265421, -0.21009, -0.0427123, -0.0942378, 0.0408524, -0.133212, 0.688421, -0.0401779, -0.00985172, -0.0350355
0.0228164, 1, 0.0252601, 0.0285077, -0.0331333, 0.0291711, 0.0145488, 0.384589, -0.123989, -0.0233003, 0.033513, 0.00238024, 0.32859, -0.00934751
-0.00901186, 0.0252601, 1, 0.00806758, -0.00802087, 0.00746299, 0.377704, 0.0155218, -0.0143947, 0.0193658, -0.011122, 0.325333, 0.0106688, -0.0268455
-0.463647, 0.0285077, 0.00806758, 1, -0.950119, 0.888769, 0.00675657, 0.0940389, -0.0244888, 0.0347869, -0.224731, 0.0102761, 0.0102517, 0.00793248
0.265421, -0.0331333, -0.00802087, -0.950119, 1, -0.982934, 0.00041055, -0.0735699, 0.0207736, -0.00760867, 0.0828733, -0.00191024, -0.00534127, -0.00132278
-0.21009, 0.0291711, 0.00746299, 0.888769, -0.982934, 1, -0.00199222, 0.0635259, -0.017335, 0.00325663, -0.0499021, 0.000136257, 0.00558244, -0.000303993
-0.0427123, 0.0145488, 0.377704, 0.00675657, 0.00041055, -0.00199222, 1, -0.00656228, 0.0078053, -0.0399592, -0.038633, 0.182693, -0.00599722, -0.0107124
-0.0942378, 0.384589, 0.0155218, 0.0940389, -0.0735699, 0.0635259, -0.00656228, 1, 0.0196633, 0.0371085, -0.051309, -0.00967148, 0.207774, -0.00685204
0.0408524, -0.123989, -0.0143947, -0.0244888, 0.0207736, -0.017335, 0.0078053, 0.0196633, 1, 0.0201468, 0.0354368, 0.107657, 0.320139, 0.036997
-0.133212, -0.0233003, 0.0193658, 0.0347869, -0.00760867, 0.00325663, -0.0399592, 0.0371085, 0.0201468, 1, -0.103288, -0.294016, 0.126518, 0.0413618
0.688421, 0.033513, -0.011122, -0.224731, 0.0828733, -0.0499021, -0.038633, -0.051309, 0.0354368, -0.103288, 1, 0.00702475, 0.05697, -0.0187475
-0.0401779, 0.00238024, 0.325333, 0.0102761, -0.00191024, 0.000136257, 0.182693, -0.00967148, 0.107657, -0.294016, 0.00702475, 1, 0.0348226, 0.214916
-0.00985172, 0.32859, 0.0106688, 0.0102517, -0.00534127, 0.00558244, -0.00599722, 0.207774, 0.320139, 0.126518, 0.05697, 0.0348226, 1, -0.03483
-0.0350355, -0.00934751, -0.0268455, 0.00793248, -0.00132278, -0.000303993, -0.0107124, -0.00685204, 0.036997, 0.0413618, -0.0187475, 0.214916, -0.03483, 1
100_0260_0020.JPG
FC6310R_8.8_5472x3648 (RGB)
PerspectiveCamera5
global
F,C0_x,C0_y,R1,R2,R3,T1,T2,X,Y,Z,Alpha,Beta,Gamma
1, 0.0228164, -0.00901186, -0.463647, 0.265421, -0.21009, -0.0427123, -0.0942378, 0.0386927, -0.129309, 0.686309, -0.0266715, -0.0242794, -0.0231899
0.0228164, 1, 0.0252601, 0.0285077, -0.0331333, 0.0291711, 0.0145488, 0.384589, -0.122329, -0.0232434, 0.0305197, 0.0052806, 0.326015, -0.00880196
-0.00901186, 0.0252601, 1, 0.00806758, -0.00802087, 0.00746299, 0.377704, 0.0155218, -0.0150143, 0.0189982, -0.0116167, 0.333992, 0.00886425, -0.0217647
-0.463647, 0.0285077, 0.00806758, 1, -0.950119, 0.888769, 0.00675657, 0.0940389, -0.0233062, 0.0338408, -0.225079, 0.00441489, 0.0151908, 0.00309303
0.265421, -0.0331333, -0.00802087, -0.950119, 1, -0.982934, 0.00041055, -0.0735699, 0.019992, -0.00734662, 0.0836608, 0.000621032, -0.0073255, 1.34161e-05
-0.21009, 0.0291711, 0.00746299, 0.888769, -0.982934, 1, -0.00199222, 0.0635259, -0.0167902, 0.00299532, -0.0509595, -0.000887165, 0.00659408, -0.000419594
-0.0427123, 0.0145488, 0.377704, 0.00675657, 0.00041055, -0.00199222, 1, -0.00656228, 0.00671404, -0.0402318, -0.0405071, 0.189394, -0.00729485, -0.00576966
-0.0942378, 0.384589, 0.0155218, 0.0940389, -0.0735699, 0.0635259, -0.00656228, 1, 0.020651, 0.0382532, -0.0492569, -0.0160981, 0.20922, -0.0130679
0.0386927, -0.122329, -0.0150143, -0.0233062, 0.019992, -0.0167902, 0.00671404, 0.020651, 1, 0.0188953, 0.0348712, 0.120823, 0.342148, 0.044257
-0.129309, -0.0232434, 0.0189982, 0.0338408, -0.00734662, 0.00299532, -0.0402318, 0.0382532, 0.0188953, 1, -0.105368, -0.323724, 0.13328, 0.0319534
0.686309, 0.0305197, -0.0116167, -0.225079, 0.0836608, -0.0509595, -0.0405071, -0.0492569, 0.0348712, -0.105368, 1, 0.0342399, 0.0269146, -0.00336094
-0.0266715, 0.0052806, 0.333992, 0.00441489, 0.000621032, -0.000887165, 0.189394, -0.0160981, 0.120823, -0.323724, 0.0342399, 1, 0.0484739, 0.145318
-0.0242794, 0.326015, 0.00886425, 0.0151908, -0.0073255, 0.00659408, -0.00729485, 0.20922, 0.342148, 0.13328, 0.0269146, 0.0484739, 1, -0.0629205
-0.0231899, -0.00880196, -0.0217647, 0.00309303, 1.34161e-05, -0.000419594, -0.00576966, -0.0130679, 0.044257, 0.0319534, -0.00336094, 0.145318, -0.0629205, 1
100_0260_0021.JPG
FC6310R_8.8_5472x3648 (RGB)
PerspectiveCamera5
global
F,C0_x,C0_y,R1,R2,R3,T1,T2,X,Y,Z,Alpha,Beta,Gamma
1, 0.0228164, -0.00901186, -0.463647, 0.265421, -0.21009, -0.0427123, -0.0942378, 0.0373498, -0.123568, 0.694217, -0.00322255, -0.0321864, -0.00660408
0.0228164, 1, 0.0252601, 0.0285077, -0.0331333, 0.0291711, 0.0145488, 0.384589, -0.119105, -0.0231674, 0.029882, 0.00414963, 0.327878, -0.017363
-0.00901186, 0.0252601, 1, 0.00806758, -0.00802087, 0.00746299, 0.377704, 0.0155218, -0.014161, 0.0192099, -0.0137329, 0.343916, 0.00566332, -0.0178699
-0.463647, 0.0285077, 0.00806758, 1, -0.950119, 0.888769, 0.00675657, 0.0940389, -0.0215221, 0.0326858, -0.225114, -0.00587484, 0.0183422, -0.00134058
0.265421, -0.0331333, -0.00802087, -0.950119, 1, -0.982934, 0.00041055, -0.0735699, 0.0178824, -0.00756993, 0.081833, 0.0059233, -0.00971043, 0.000775393
-0.21009, 0.0291711, 0.00746299, 0.888769, -0.982934, 1, -0.00199222, 0.0635259, -0.0145665, 0.00340683, -0.0490126, -0.00446161, 0.00889425, -0.000546621
-0.0427123, 0.0145488, 0.377704, 0.00675657, 0.00041055, -0.00199222, 1, -0.00656228, 0.00793708, -0.0383488, -0.0396003, 0.195159, -0.00643031, -0.00309383
-0.0942378, 0.384589, 0.0155218, 0.0940389, -0.0735699, 0.0635259, -0.00656228, 1, 0.0216319, 0.0355334, -0.0469729, -0.01909, 0.211941, -0.0213373
0.0373498, -0.119105, -0.014161, -0.0215221, 0.0178824, -0.0145665, 0.00793708, 0.0216319, 1, 0.0173068, 0.0296071, 0.129066, 0.371854, 0.0449403
-0.123568, -0.0231674, 0.0192099, 0.0326858, -0.00756993, 0.00340683, -0.0383488, 0.0355334, 0.0173068, 1, -0.0940801, -0.371553, 0.152051, 0.0267021
0.694217, 0.029882, -0.0137329, -0.225114, 0.081833, -0.0490126, -0.0396003, -0.0469729, 0.0296071, -0.0940801, 1, 0.0200156, 0.0199095, 0.00809903
-0.00322255, 0.00414963, 0.343916, -0.00587484, 0.0059233, -0.00446161, 0.195159, -0.01909, 0.129066, -0.371553, 0.0200156, 1, 0.0270081, 0.125416
-0.0321864, 0.327878, 0.00566332, 0.0183422, -0.00971043, 0.00889425, -0.00643031, 0.211941, 0.371854, 0.152051, 0.0199095, 0.0270081, 1, -0.0562936
-0.00660408, -0.017363, -0.0178699, -0.00134058, 0.000775393, -0.000546621, -0.00309383, -0.0213373, 0.0449403, 0.0267021, 0.00809903, 0.125416, -0.0562936, 1
100_0260_0022.JPG
FC6310R_8.8_5472x3648 (RGB)
PerspectiveCamera5
global
F,C0_x,C0_y,R1,R2,R3,T1,T2,X,Y,Z,Alpha,Beta,Gamma
1, 0.0228164, -0.00901186, -0.463647, 0.265421, -0.21009, -0.0427123, -0.0942378, 0.0349792, -0.116964, 0.689291, 0.0216569, -0.0356571, 0.0140521
0.0228164, 1, 0.0252601, 0.0285077, -0.0331333, 0.0291711, 0.0145488, 0.384589, -0.116172, -0.0218924, 0.028459, 0.00378995, 0.324208, -0.0230828
-0.00901186, 0.0252601, 1, 0.00806758, -0.00802087, 0.00746299, 0.377704, 0.0155218, -0.0138896, 0.0192514, -0.0145739, 0.350353, 0.00340966, -0.0147254
-0.463647, 0.0285077, 0.00806758, 1, -0.950119, 0.888769, 0.00675657, 0.0940389, -0.0218197, 0.0297858, -0.224317, -0.0131225, 0.0168677, -0.00787443
0.265421, -0.0331333, -0.00802087, -0.950119, 1, -0.982934, 0.00041055, -0.0735699, 0.0190816, -0.0057633, 0.0820271, 0.00796038, -0.00712227, 0.0031982
-0.21009, 0.0291711, 0.00746299, 0.888769, -0.982934, 1, -0.00199222, 0.0635259, -0.0162308, 0.00166501, -0.0493839, -0.00513572, 0.00574688, -0.00218181
-0.0427123, 0.0145488, 0.377704, 0.00675657, 0.00041055, -0.00199222, 1, -0.00656228, 0.00806082, -0.0370656, -0.0380039, 0.197719, -0.00637148, -0.00224003
-0.0942378, 0.384589, 0.0155218, 0.0940389, -0.0735699, 0.0635259, -0.00656228, 1, 0.0208204, 0.0332288, -0.045961, -0.0216397, 0.209474, -0.0273528
0.0349792, -0.116172, -0.0138896, -0.0218197, 0.0190816, -0.0162308, 0.00806082, 0.0208204, 1, 0.0161754, 0.0298556, 0.141526, 0.411384, 0.0466906
-0.116964, -0.0218924, 0.0192514, 0.0297858, -0.0057633, 0.00166501, -0.0370656, 0.0332288, 0.0161754, 1, -0.0815104, -0.414152, 0.161014, 0.0224898
0.689291, 0.028459, -0.0145739, -0.224317, 0.0820271, -0.0493839, -0.0380039, -0.045961, 0.0298556, -0.0815104, 1, 0.0218681, 0.021848, 0.0102487
0.0216569, 0.00378995, 0.350353, -0.0131225, 0.00796038, -0.00513572, 0.197719, -0.0216397, 0.141526, -0.414152, 0.0218681, 1, 0.022214, 0.0990813
-0.0356571, 0.324208, 0.00340966, 0.0168677, -0.00712227, 0.00574688, -0.00637148, 0.209474, 0.411384, 0.161014, 0.021848, 0.022214, 1, -0.0578017
0.0140521, -0.0230828, -0.0147254, -0.00787443, 0.0031982, -0.00218181, -0.00224003, -0.0273528, 0.0466906, 0.0224898, 0.0102487, 0.0990813, -0.0578017, 1
100_0260_0023.JPG
FC6310R_8.8_5472x3648 (RGB)
PerspectiveCamera5
global
F,C0_x,C0_y,R1,R2,R3,T1,T2,X,Y,Z,Alpha,Beta,Gamma
1, 0.0228164, -0.00901186, -0.463647, 0.265421, -0.21009, -0.0427123, -0.0942378, 0.0384471, -0.127703, 0.69527, 0.0529969, -0.0350622, 0.0290427
0.0228164, 1, 0.0252601, 0.0285077, -0.0331333, 0.0291711, 0.0145488, 0.384589, -0.124476, -0.0230975, 0.0294699, 0.00545948, 0.337546, -0.0240906
-0.00901186, 0.0252601, 1, 0.00806758, -0.00802087, 0.00746299, 0.377704, 0.0155218, -0.01481, 0.0198618, -0.0132796, 0.37072, 0.00121978, -0.0135197
-0.463647, 0.0285077, 0.00806758, 1, -0.950119, 0.888769, 0.00675657, 0.0940389, -0.0237023, 0.0332277, -0.227845, -0.024975, 0.017918, -0.00986906
0.265421, -0.0331333, -0.00802087, -0.950119, 1, -0.982934, 0.00041055, -0.0735699, 0.0205201, -0.00724279, 0.0850798, 0.0140117, -0.00894619, 0.0020455
-0.21009, 0.0291711, 0.00746299, 0.888769, -0.982934, 1, -0.00199222, 0.0635259, -0.0173548, 0.00289342, -0.0524883, -0.0097393, 0.00770754, -0.000718355
